slug,title,authors,date
mith-hiring-audiovisual-data-curation-ga,MITH is Hiring an Audiovisual Data Curation Graduate Assistant!,Stephanie Sapienza,2/2/2021 17:08
things-look-different-around-here,Things look different around here,Trevor Muñoz,11/9/2020 16:09
introducing-jeffrey-moro-2020-winnemore-fellow,"Introducing Jeffrey Moro, 2020 Winnemore Fellow",MITH,5/27/2020 12:10
announcing-the-spring-2020-digital-dialogues-line-up,Announcing the Spring 2020 Digital Dialogues Line Up,Stephanie Sapienza,2/10/2020 10:29
nominations-open-spring-2020-digital-dialogues,"Nominations Open, Spring 2020 Digital Dialogues",Purdom Lindblad,10/14/2019 9:32
the-cleaners-movie-night-oct-30,The Cleaners: Movie Night (Oct 30),Ed Summers,10/7/2019 13:29
mark-your-calendars-fall-2019-digital-dialogues-line-up,Mark your calendars! Fall 2019 Digital Dialogues Line Up,Purdom Lindblad,9/18/2019 10:47
new-team-members-at-aadhum-and-mith,New Team Members at AADHum and MITH,Trevor Muñoz,9/5/2019 10:27
winnemore-fall-2020,Call for Proposals: Winnemore Fellowship - Updated Deadline,Purdom Lindblad,8/13/2019 10:00
my-time-as-a-mith-winnemore-dissertation-fellow,My Time as a MITH Winnemore Dissertation Fellow,Kyle Bickoff,6/18/2019 10:00
data-histories-and-natural-history-andrea-thomer,Data Histories and Natural History—Andrea Thomer,Ed Summers,4/23/2019 9:05
measuring-impact-of-digital-repositories-simon-tanner,Measuring Impact of Digital Repositories - Simon Tanner,Ed Summers,4/23/2019 9:03
old-futures-book-launch-alexis-lothian,Old Futures Book Launch—Alexis Lothian,Ed Summers,4/23/2019 8:56
launch-of-early-modern-songscapes-beta-site-encoding-and-publishing-strategies,Launch of Early Modern Songscapes Beta Site: Encoding and Publishing strategies,Raff Viglianti,2/13/2019 10:50
announcing-the-spring-2019-digital-dialogues,Announcing the Spring 2019 Digital Dialogues!,Purdom Lindblad,2/5/2019 12:40
mith-welcomes-tsey-haye-preaster,MITH welcomes T'Sey-Haye Preaster,Trevor Muñoz,12/13/2018 11:46
documenting-the-now-phase-2,Documenting the Now Phase 2,Ed Summers,10/16/2018 17:01
mith-appoints-affiliate-faculty,MITH Appoints Affiliate Faculty,Trevor Muñoz,10/11/2018 10:08
call-for-nominations-spring-2019-digital-dialogues,"Call for Nominations, Spring 2019 Digital Dialogues",Purdom Lindblad,10/10/2018 9:06
reactionary-twitter-politics-a-data-story,Reactionary Twitter Politics: A Data Story,Jeannette Schollaert,10/9/2018 15:42
help-shape-a-conversation-about-black-digital-collections-at-aadhum2018,Help Shape a Conversation About Black Digital Collections at #AADHum2018,Trevor Muñoz,10/8/2018 9:20
reckoning-with-digital-projects-mith-makes-a-roadmap,Reckoning with Digital Projects: MITH Makes a Roadmap,Stephanie Sapienza,10/4/2018 16:20
2019-winnemore,2019 Winnemore Dissertation Fellowship Call for Applications,Purdom Lindblad,10/1/2018 15:29
organizational-meeting-for-umd-dh-ds-student-group-september-18th,Organizational Meeting for UMD DH/DS Student Group—September 18th,MITH,9/13/2018 12:40
fall-2018-digital-dialogue-lineup,Announcing the Fall 2018 Digital Dialogue Lineup,Stephanie Sapienza,8/28/2018 11:38
assessing-interest-in-a-dh-ds-student-organization,Assessing Interest in a DH/DS Student Organization,MITH,8/28/2018 10:30
engineering-a-data-story,#Engineering: A Data Story,Misti Yang,8/27/2018 16:18
little-big-data,Little Big Data,Ed Summers,8/3/2018 8:45
summer-interns-contribute-research-to-the-lakeland-digital-archive,Summer Interns Contribute Research to the Lakeland Digital Archive,Trevor Muñoz,7/18/2018 9:04
report-music-encoding-conference-2018,Report: Music Encoding Conference 2018,Raff Viglianti,5/30/2018 15:42
mith-receives-neh-grant-for-unlocking-the-airwaves-revitalizing-an-early-public-and-educational-radio-collection,"MITH Receives NEH Grant for “Unlocking the Airwaves""",Stephanie Sapienza,5/10/2018 11:17
monitoring-climate-data-on-the-web,Monitoring Climate Data on the Web,Ed Summers,5/3/2018 13:59
archives-in-the-anthropocene,Archives in the Anthropocene,Purdom Lindblad,3/20/2018 15:19
roopika-risam,"Roopika Risam, Thursday March 8 at MITH: 'Visualizing Du Bois: The Politics of Literary Recovery'",MITH,3/5/2018 18:55
inviting-umd-participants-regional-dh-symposium-march-9-2018,"Inviting UMD Participants to a Regional DH Symposium, March 9, 2018",Purdom Lindblad,2/22/2018 10:27
ethics-and-archiving-the-web,Ethics and Archiving the Web,Ed Summers,2/19/2018 14:47
endangered-data-week-february-26-march-2-2018,"Endangered Data Week, February 26 - March 2, 2018",Purdom Lindblad,2/19/2018 12:18
advocacy-design-moving-theory-practice-part-3,Advocacy By Design: Moving Between Theory and Practice—Part 3,Purdom Lindblad,2/9/2018 8:00
advocacy-design-moving-theory-practice-part-2,Advocacy By Design: Moving Between Theory and Practice—Part 2,Purdom Lindblad,2/6/2018 8:00
announcing-spring-2018-digital-dialogues-lineup,Announcing the Spring 2018 Digital Dialogues Lineup!,Stephanie Sapienza,1/11/2018 10:25
mith-hiring-graduate-assistant-spring-2018,MITH is Hiring a Graduate Assistant for Spring 2018!,MITH,1/2/2018 14:40
mith-winter-term-course-anatomy-of-dh-research,MITH Winter Term Course: Anatomy of DH Research,MITH,11/14/2017 12:22
mith-coffee-hour-december-5-plus-spring-digital-dialogues-want-see,"MITH Coffee Hour December 5! Plus, Spring 2018 Digital Dialogues: Who Do You Want to See?",MITH,11/9/2017 13:44
books-files-new-project-help-scholars-assess-digital-components-todays-bookmaking,Books.Files: New project to help scholars assess digital components of today’s bookmaking,MITH,11/1/2017 16:55
panel-workshop-linked-data-crowdsourcing-radio,MITH Panel/Workshop Nov 2 on Linked Data & Crowdsourcing for Radio Collections!,Stephanie Sapienza,9/29/2017 11:44
announcing-music-encoding-conference-2018-call-proposals,Announcing the Music Encoding Conference 2018 Call for Proposals,Raff Viglianti,9/27/2017 15:30
documenting-the-now-receives-imls-forum-grant,DocNow and Rhizome receive IMLS National Forum grant!,MITH,9/19/2017 12:35
advocacy-design-moving-theory-practice-part-1,Advocacy By Design: Moving Between Theory and Practice—Part 1,Purdom Lindblad,9/18/2017 15:43
dramatic-reading-percy-shelleys-prometheus-unbound,Dramatic Reading of Percy Shelley's Prometheus Unbound,Raff Viglianti,9/6/2017 13:14
announcing-fall-2017-digital-dialogues-lineup,Announcing the Fall 2017 Digital Dialogues lineup!,Stephanie Sapienza,8/29/2017 13:36
fond-farewell-mith,My Fond Farewell to MITH,Neil Fraistat,6/15/2017 9:40
mith-now-accepting-digital-dialogues-speaker-nominations-fall-2017,MITH is now accepting Digital Dialogues speaker nominations for Fall 2017!,MITH,6/14/2017 14:15
learning-teaching-initiatives-mith,Learning and Teaching Initiatives at MITH,MITH,5/18/2017 16:20
register-one-free-workshops-hosted-mith-wednesday-may-31st,"Register for one or more FREE workshop(s), hosted by MITH on Wednesday, May 31st",MITH,5/17/2017 11:37
two-important-s-ga-announcements-scrope-davies-notebook-publication-plus-new-grant,"Two important S-GA announcements: Scrope Davies Notebook publication, plus a new grant!",MITH,4/18/2017 9:45
registration-now-open-textual-embodiments-2017-sts-annual-conference,"Registration is now open for ‘Textual Embodiments,’ the 2017 STS annual conference!",MITH,4/4/2017 16:22
return-digital-dialogues-podcast,Return of the Digital Dialogues Podcast,Ed Summers,4/3/2017 16:15
ryan-long-vambery-lecture-2017,"Ryan Long Vambery Lecture: 'Hannes Meyer in Europe and Mexico: Building, a Poetics of Displacement'",MITH,3/28/2017 9:30
announcing-transgender-usenet-archive,Announcing the Transgender Usenet Archive!,Avery Dame,3/13/2017 14:29
announcing-race-space-place-sequence-spring-2017-aadhum-events,"Announcing the 'Race, Space, and Place' sequence of Spring 2017 AADHum Events!",MITH,1/30/2017 16:29
announcing-society-textual-scholarships-2017-call-papers,Announcing the Society for Textual Scholarship's 2017 Call for Papers,MITH,1/25/2017 13:26
tracking-changes-diffengine,Tracking Changes With diffengine,Ed Summers,1/25/2017 12:00
announcing-spring-2017-digital-dialogues-lineup,Announcing the Spring 2017 Digital Dialogues Lineup!,Stephanie Sapienza,1/24/2017 9:30
archiving-usenet-adopting-ethics-care,Archiving Usenet: Adopting an Ethics of Care,Avery Dame,1/23/2017 10:53
listening-for-the-static,Listening for the Static,Avery Dame,12/9/2016 13:11
mith-now-accepting-digital-dialogues-speaker-nominations-spring-2017,MITH is now accepting Digital Dialogues speaker nominations for Spring 2017!,MITH,11/28/2016 12:19
visualizing-poster-activity-usenet,Visualizing Poster Activity on Usenet,Avery Dame,11/17/2016 15:38
mith-announces-first-courses-ever-spring-2017,MITH announces first courses ever for spring 2017!,MITH,11/4/2016 14:00
next-wednesday-112-dont-miss-matt-kirschenbaum-discuss-new-book-track-changes-literary-history-word-processing,"Next Wednesday 11/2, don't miss Matt Kirschenbaum discuss his new book 'Track Changes: A Literary History of Word Processing!'",MITH,10/27/2016 13:26
block-list-hate,A Block List Against Hate,Ed Summers,10/27/2016 7:10
gets-us-talking-cant-bad-building-transgender-usenet-archive,"“If it gets us talking, it can't be bad:” Building the Transgender Usenet Archive",Avery Dame,10/19/2016 14:01
come-join-mith-thursday-1013-night-hate,Come join MITH Thursday 10/13 for a Night Against Hate!,MITH,10/11/2016 10:56
mith-welcomes-avery-dame-2016-17-winnemore-fellow,MITH Welcomes Avery Dame as the 2016-17 Winnemore Fellow!,MITH,10/5/2016 10:13
join-us-mith-mixer-kick-off-fall-2016-season-digital-dialogues,Join us at MITH for a mixer to kick off the Fall 2016 season of Digital Dialogues!,Stephanie Sapienza,9/8/2016 14:22
announcing-fall-2016-digital-dialogues-lineup,Announcing the Fall 2016 Digital Dialogues lineup!,Stephanie Sapienza,9/1/2016 16:10
the-digital-dialogues-collection-chronicling,"The Digital Dialogues Collection, chronicling a slice of the digital humanities since 2005",David Durden,8/8/2016 9:30
decade-digital-dialogues-event-recordings-challenges-implementing-retroactive-digital-asset-management-plan,A Decade of Digital Dialogues Event Recordings and the Challenges of Implementing a Retroactive Digital Asset Management Plan,David Durden,7/14/2016 16:39
job-processing-archivist,Job: Processing Archivist (Term Contract),MITH,7/6/2016 12:55
aadhum-postdocs,Jobs: Postdoctoral Positions in Digital Humanities and African American History and Culture,MITH,6/30/2016 10:00
please-join-mith-welcoming-purdom-lindblad-team,Please join MITH in welcoming Purdom Lindblad to our team!,MITH,6/22/2016 16:16
please-welcome-mith-summer-intern-xiaoyu-tai,Please welcome MITH summer intern Xiaoyu Tai!,MITH,6/6/2016 18:14
webs-past-not-evenly-distributed,The Web's Past is Not Evenly Distributed,Ed Summers,5/27/2016 10:36
mith-summer-audiovisual-data-curation-intern,Call for Applications: MITH Summer Audiovisual Data Curation Intern,MITH,5/18/2016 9:30
recap-miths-april-events-humanities-computing-collaborations-andy-van-dam,Recap: MITH’s April events on Humanities and Computing Collaborations with Andy van Dam,MITH,5/12/2016 20:52
documenting-now-team-announced,Documenting the Now Team Announced,Ed Summers,4/11/2016 19:18
job-assistant-director-innovation-learning,Job: Assistant Director for Innovation and Learning,MITH,4/8/2016 12:30
call-applications-winnemore-digital-humanities-dissertation-fellows-program-2016-17,Call for Applications: Winnemore Digital Humanities Dissertation Fellows Program 2016-17,MITH,3/8/2016 20:37
stewarding-mith-history,Stewarding MITH's History: A New Window Into Our Past,Stephanie Sapienza,3/4/2016 9:30
april-events-van-dam,Announcing TWO events in April with Andy van Dam from Brown University!,MITH,3/2/2016 16:09
shelley-godwin-archive-releases-prometheus-unbound-fair-copy-notebooks,The Shelley-Godwin Archive Releases the <em>Prometheus Unbound</em> fair copy notebooks,Neil Fraistat,2/29/2016 15:05
introducing-documenting-the-now,Introducing Documenting the Now,Ed Summers,2/16/2016 22:13
announcing-the-spring-2016-digital-dialogues-lineup-plus-digital-dialogues-is-storified,"Announcing the Spring 2016 Digital Dialogues Lineup, plus Digital Dialogues is Storified!",Stephanie Sapienza,2/5/2016 10:00
job-open-rank-professor-and-project-director-for-the-synergies-project,Job: Open Rank Professor and Synergies Project Director,MITH,11/17/2015 13:38
neh-launches-contest-to-use-chronicling-america-database-for-new-web-based-creative-projects,NEH launches contest to use Chronicling America database for new web-based creative projects,MITH,11/16/2015 12:31
please-welcome-oliver-gaycken-as-miths-newest-vambery-fellow,Please welcome Oliver Gaycken as MITH’s newest Vambery Fellow!,MITH,11/3/2015 12:09
mith-arhu-and-synergies-mellon-project-featured-in-president-loh-video,"MITH, ARHU and Synergies Mellon project featured in President Loh video",MITH,10/28/2015 9:30
fall-2015-digital-dialogues-pre-season-mixer,Fall 2015 Digital Dialogues Pre-Season Mixer,Stephanie Sapienza,9/21/2015 11:00
rsvp-by-tuesday-september-17th-to-join-mith-for-a-digital-dialogues-mixer,RSVP by Tuesday September 17th to join MITH for a Digital Dialogues mixer!,Stephanie Sapienza,9/8/2015 9:17
mith-partners-in-1-25-million-mellon-grant,MITH partners in $1.25 Million Mellon Grant Awarded to UMD's Arts and Humanities College,MITH,7/16/2015 10:00
hacking-miths-legacy-servers,Hacking MITH's Legacy Web Servers: A Holistic Approach to Preservation on the Web,Porter Olsen,7/8/2015 11:33
stewarding-digital-humanities-work-on-the-web-at-mith,Stewarding Digital Humanities Work on the Web at MITH,Trevor Muñoz,6/15/2015 10:00
recap-part-ii-engaging-the-public-best-practices-for-crowdsourcing-across-the-disciplines-workshop-crowdcon,Recap Part II: Engaging the Public: Best Practices for Crowdsourcing across the Disciplines Workshop (CrowdCon),MITH,6/1/2015 15:49
recap-part-i-engaging-the-public-best-practices-for-crowdsourcing-across-the-disciplines-workshop-crowdcon,Recap Part I: Engaging the Public: Best Practices for Crowdsourcing across the Disciplines Workshop (CrowdCon),MITH,5/21/2015 16:02
chances-and-challenges-of-studying-social-media-data,Chances and Challenges of Studying Social Media Data,Ed Summers,4/23/2015 14:26
mith-is-now-accepting-digital-dialogues-speaker-nominations-for-fall-2015,MITH is now accepting Digital Dialogues speaker nominations for Fall 2015,MITH,4/16/2015 11:03
the-meyerhoff-center-for-jewish-studies-and-mith-present-digitizing-the-cairo-genizah-collections-on-april-29,"The Meyerhoff Center for Jewish Studies and MITH present: Digitizing the Cairo Genizah Collections, on April 29",MITH,4/15/2015 10:41
early-use-data-on-a-participatory-digital-edition,Early use data on a participatory digital edition,Amanda Visconti,4/7/2015 11:28
come-read-us-update-infinite-ulysses-participatory-digital-edition,Come read with us!: an update on the Infinite Ulysses participatory digital edition,Amanda Visconti,3/10/2015 17:30
mith-developer-ed-summers-named-recipient-2015-kilgour-award,MITH developer Ed Summers named recipient of the 2015 Kilgour Award,MITH,3/10/2015 16:04
open-call-applications-engaging-public-best-practices-crowdsourcing-across-disciplines,"Open Call for Applications: ""Engaging the Public: Best Practices for Crowdsourcing Across the Disciplines""",MITH,2/18/2015 10:04
sign-now-lunch-digital-dialogue-speakers,Sign up now to have lunch with our Digital Dialogue speakers!,Stephanie Sapienza,2/9/2015 16:12
mark-calendars-miths-spring-2015-digital-dialogue,Mark your calendars ... MITH's Spring 2015 Digital Dialogues are coming up!,Stephanie Sapienza,1/22/2015 14:03
a-look-at-fergusonsyllabus,A Look at #FergusonSyllabus,Ed Summers,1/19/2015 11:34
researching-ferguson-update-previewing-miths-teach-ins-blacklivesmatter-umd,Researching Ferguson Update: Previewing MITH’s Teach Ins for #BlackLivesMatter at UMD,MITH,1/15/2015 13:52
invitation-beta-test-infinite-ulysses-digital-edition,An Invitation to Beta-Test the Infinite Ulysses Digital Edition,Amanda Visconti,1/14/2015 11:22
ilya-kreymer-will-speak-mith-january-20th-web-archiving-tools,Ilya Kreymer will speak at MITH on January 20th on web archiving tools,MITH,1/13/2015 15:21
neh-sloan-award-funds-university-maryland-dartmouth-host-crowdsourcing-workshop-may-2015,NEH and Sloan award funds to University of Maryland and Dartmouth to host crowdsourcing workshop in May 2015,MITH,12/17/2014 9:40
infinite-ulysses-designing-public-humanities-conversation,Infinite Ulysses: Designing a Public Humanities Conversation,Amanda Visconti,12/1/2014 13:02
miths-ed-summers-discusses-ferguson-twitter-archive,MITH’s Ed Summers discusses his Ferguson Twitter archive,Ed Summers,11/26/2014 11:02
music-addressability-api,Music Addressability API,Raff Viglianti,11/24/2014 14:22
mith-now-accepting-spring-2015-digital-dialogues-speaker-nominations,MITH is Now Accepting Spring 2015 Digital Dialogues Speaker Nominations!,MITH,11/24/2014 12:35
digital-lecture-series-impact-feminist-activisms-21st-century-starts-today,Digital Lecture Series on the Impact of Feminist Activisms in the 21st Century Starts Today,MITH,11/3/2014 10:58
podcasts-mith-digital-dialogues-now-captions,Podcasts for MITH Digital Dialogues: Now with captions!,Stephanie Sapienza,10/21/2014 9:42
books-digital-humanities-available-umd-libraries,Books on the Digital Humanities available through UMD Libraries!,MITH,10/16/2014 10:49
mith-unc-sils-release-bitcurator-1-0-look-ahead-future,MITH and UNC SILS release BitCurator 1.0 and look ahead to the future,Porter Olsen,10/8/2014 10:28
department-art-history-archaeology-mith-awarded-planning-grant-samuel-h-kress-foundation,Department of Art History and Archaeology and MITH Awarded Planning Grant,MITH,9/29/2014 9:00
hester-baer-named-mith-fellow,Hester Baer named MITH Fellow,MITH,9/25/2014 11:59
limited-spaces-open-lunch-digital-dialogue-speakers,Limited Spaces Open for Lunch with Our Digital Dialogue Speakers!,Stephanie Sapienza,9/18/2014 9:00
rsvp-wednesday-september-17th-join-mith-digital-dialogues-mixer,"RSVP by this Wednesday, September 17th to join MITH for a Digital Dialogues mixer!",Stephanie Sapienza,9/16/2014 10:17
mith-welcomes-amanda-visconti-as-winnemore-fellow,MITH Welcomes Amanda Visconti as Winnemore Fellow!,MITH,8/26/2014 9:35
ed-summers-joins-mith-as-lead-developer,Ed Summers joins MITH as Lead Developer!,MITH,8/21/2014 15:59
mith-directors-kirschenbaum-and-munoz-featured-at-digital-preservation-2014,MITH Directors Kirschenbaum and Muñoz featured at Digital Preservation 2014,MITH,7/23/2014 10:07
save-the-dates-here-are-miths-fall-2014-digital-dialogues-speakers,Save the Dates!  Here are MITH's Fall 2014 Digital Dialogues speakers,Stephanie Sapienza,7/21/2014 11:02
mith-submits-digital-humanities-innovation-testimony-to-congress,MITH Submits Digital Humanities Innovation Testimony to Congress,MITH,4/29/2014 11:24
two-new-start-up-grants,Two New Start-Up Grants,MITH,4/27/2014 14:46
mith-is-now-accepting-fall-2014-digital-dialogues-speaker-nominations,MITH is Now Accepting Fall 2014 Digital Dialogues Speaker Nominations!,MITH,4/20/2014 11:00
mith-awarded-hathitrust-research-center-grant,MITH awarded HathiTrust Research Center grant,MITH,4/15/2014 10:43
miths-research-collections-featured-nprs-things-considered,MITH's Research & Collections featured on NPR's All Things Considered,MITH,4/9/2014 14:27
walt-whitman-archive,The Walt Whitman Archive,Raff Viglianti,3/20/2014 10:34
lead-developer-job,Join MITH! We're Hiring a Lead Developer,Trevor Muñoz,3/4/2014 12:30
shelley-godwin-archive-textual-digital-condition,The Shelley-Godwin Archive: From a Textual to a Digital Condition,Neil Fraistat,1/24/2014 9:30
announcing-spring-2014-mith-digital-dialogues-lineup,Announcing the Spring 2014 MITH Digital Dialogues Lineup!,Stephanie Sapienza,1/8/2014 9:30
o-say-can-see-legal-cultural-history-19th-century,O Say Can You See: A Legal and Cultural History of the 19th Century,Jennifer Guiliano,12/17/2013 2:30
future-accessibility-braillesc-org-braillerise,The Future of Accessibility with BrailleSC.org and BrailleRISE,Jennifer Guiliano,12/4/2013 9:30
displaying-music-notation-multiple-sources-mei-vexflow,Displaying Music Notation of Multiple Sources With MEI-to-VexFlow,Zoltan Komives,11/19/2013 9:55
wrapping-gsoc-work-mithgrid,Wrapping up GSoC Work on MITHgrid,Selvam Palanimalai,11/12/2013 13:36
nine-new-digital-dialogues-video-podcasts-posted,Ten New Digital Dialogues Video Podcasts Posted!,MITH,11/11/2013 12:00
alive-shelley-godwin-digital-archive,It's Alive! The Shelley-Godwin Archive Launches this Thursday!,MITH,10/29/2013 11:21
mith-now-accepting-digital-dialogues-speaker-nominations,MITH is now accepting Digital Dialogues speaker nominations!,MITH,10/25/2013 16:15
friday-october-4th-mith-hosts-special-unconference,"This Friday, October 4th: MITH Hosts a Special *Unconference*",MITH,10/3/2013 10:57
future-information-alliance-fia-robert-w-deutsch-foundation-2013-2014-seed-grant-competition,The Future of Information Alliance (FIA)  Robert W. Deutsch Foundation  2013-2014 Seed Grant Competition,MITH,9/11/2013 8:30
announcing-fall-2013-digital-dialogues,Announcing Fall 2013 Digital Dialogues!,Stephanie Sapienza,9/10/2013 11:00
visualizing-data-mithgrid,Visualizing Data with MITHgrid,Selvam Palanimalai,9/10/2013 10:27
mith-welcomes-stephanie-sapienza-project-manager,MITH Welcomes Stephanie Sapienza as Project Manager!,MITH,9/4/2013 15:30
graphic-design-assistant-job-opening,Graphic Design Assistant Job Opening,MITH,8/22/2013 14:25
improving-mei-to-vexflow,Improving MEI to VexFlow,Zoltan Komives,8/7/2013 13:36
accessiblefuture-and-o-say-can-you-see,"Announcing Accessible Future and ""O Say Can You See"": Early Washington, D.C. Law and Family Project",MITH,7/26/2013 10:00
taxonomizing-historical-menus-a-data-curation-project,Organizing historical menus: a data curation experiment,Lydia Zvyagintseva,6/21/2013 10:00
mith-is-delighted-to-welcome-heather-froehlich-july-2nd,"MITH is delighted to welcome Heather Froehlich, July 2nd",MITH,6/21/2013 9:47
mithgrid-demonstration-development,MITHgrid Demonstration Development,Selvam Palanimalai,6/21/2013 9:00
mith-and-the-university-of-maryland-libraries-welcome-margo-padilla-as-part-of-inaugural-class-of-national-digital-stewardship-residency,MITH and the University of Maryland Libraries Welcome Margo Padilla as part of inaugural class of National Digital Stewardship Residents,Trevor Muñoz,6/20/2013 10:39
mei-to-vexflow,MEI-to-VexFlow,Zoltan Komives,6/7/2013 13:13
bitcurator-phase-white-paper-now-available,New White Paper on Bringing Digital Forensics Practices to Collecting Institutions,MITH,4/27/2013 9:30
join-the-mith-team-as-a-project-manager,Join the MITH team as a Project Manager!,MITH,4/25/2013 10:46
announcing-hilt-humanities-intensive-learning-teaching,Announcing Hilt: Humanities Intensive Learning + Teaching,MITH,4/17/2013 13:32
mith-participating-in-google-summer-of-code-2013,MITH Participating in Google Summer of Code 2013,James Smith,4/9/2013 14:27
born-digital-working-group-configuring-fred,Born Digital Working Group: Configuring FRED,Rachel Donahue,4/8/2013 2:00
bitcurator-announced-a-position-opening-for-community-lead,BitCurator Announced a Position Opening for Community Lead,MITH,4/2/2013 10:00
developing-policies-for-a-digital-world,Developing Policies for a Digital World,Rachel Donahue,2/28/2013 10:16
new-version-of-digital-mishnah-demo,New Version of Digital Mishnah Demo,Hayim Lapin,2/25/2013 14:49
mith-to-host-u-s-east-coast-open-annotation-data-model-rollout,MITH to Host U.S. East Coast Open Annotation Data Model Rollout,James Smith,2/14/2013 14:05
mith-and-university-of-maryland-libraries-selected-as-a-host-institution-for-inaugural-national-digital-stewardship-residency-program,MITH and University of Maryland Libraries Collaboration Selected as a Host Institution for Inaugural National Digital Stewardship Residency Program,Trevor Muñoz,2/8/2013 11:40
the-born-digital-working-group-divides-and-conquers,The Born Digital Working Group Divides and Conquers,Rachel Donahue,1/29/2013 10:00
mith-welcomes-new-staff-member,MITH Welcomes New Staff Member,Neil Fraistat,1/16/2013 9:47
shelley-godwin-archive-seeking-applications-for-text-encoders,Shelley-Godwin Archive Seeking Applications for Text-Encoders,MITH,12/19/2012 15:13
digital-humanities-data-curation-institute-summer-2013-workshop-now-accepting-applications,Digital Humanities Data Curation Institute Summer 2013 Workshop Now Accepting Applications,Trevor Muñoz,12/19/2012 9:06
topic-modeling-round-up-and-some-new-software,Topic Modeling: New Software and a Wrap-up of our NEH-Sponsored Workshop,Travis Brown,12/18/2012 13:43
asking-questions-of-lots-of-text-with-weka,Asking Questions of Lots of Text with Weka,Peter Mallios,12/18/2012 8:30
shared-horizons-update,Shared Horizons Update,Neil Fraistat,11/29/2012 10:28
digital-curation-workstation,Digital Curation Workstation,Porter Olsen,11/26/2012 8:00
answering-the-mail-digital-mishnah-project-update,Answering the Mail: Digital Mishnah Project Update,Hayim Lapin,11/15/2012 8:30
an-early-look-at-the-bitcurator-environment,An Early Look at the BitCurator Environment,Porter Olsen,11/9/2012 8:30
webdeveloperstoolkitforannotation,A Web Developer's Toolkit for Annotation of Streaming Video,James Smith,11/8/2012 8:30
undergradweka,An Undergraduate View of Data Mining with WEKA,Peter Mallios,11/5/2012 8:30
announcing-the-shared-horizons-cfp,Announcing the Shared Horizons CFP,Jennifer Guiliano,11/2/2012 9:00
mith-closed-monday-october-29th,MITH Closed: Monday October 29th and Tuesday October 30th,Jennifer Guiliano,10/28/2012 16:59
tuesdays-digital-dialogue-canceled,Tuesday's Digital Dialogue Canceled,Stephanie Sapienza,10/27/2012 21:59
topic-modeling-for-humanities-research,Upcoming Topic Modeling for Humanities Research workshop,Travis Brown,10/26/2012 15:20
preserving-virtual-snes-games,Preserving Virtual SNES Games,Rachel Donahue,10/25/2012 9:00
drowning-in-texts,Drowning in Texts,Hayim Lapin,10/24/2012 9:00
we-descended-processing-the-bill-bly-collection-with-the-umd-born-digital-working-group,We Descended: Processing the Bill Bly Collection with the UMD Born-Digital Working Group,MITH,10/12/2012 13:07
neh-project-directors-meeting-lessons-for-first-time-pis,NEH Project Director's Meeting: Lessons for Promoting your Project,Jennifer Guiliano,9/20/2012 14:20
dan-cohen-and-more-speak-at-miths-reception,Dan Cohen and More Speak at MITH's Reception,MITH,9/7/2012 10:00
testudo-takes-over-the-mith-dedication-celebration,Testudo takes over the MITH Dedication Celebration,Rachel Donahue,9/6/2012 12:57
digital-mishnah-live-demo,Digital Mishnah: Live Demo,Hayim Lapin,9/4/2012 8:00
spaces-open-to-lunch-with-digital-dialogue-speakers,Spaces Open to Lunch with Our Digital Dialogue Speakers,MITH,8/30/2012 9:53
fraistat-adho-chair,MITH Director Neil Fraistat to Chair the Alliance of Digital Humanities Organizations,MITH,8/28/2012 9:00
please-join-us-the-dedication-of-the-new-mith-home,Please Join Us! The dedication of the new MITH home,Jennifer Guiliano,8/9/2012 10:30
announcing-the-personal-digital-archiving-2013-conference,Announcing the Personal Digital Archiving 2013 Conference,Trevor Muñoz,8/7/2012 10:00
mith-announces-an-neh-chairmans-cooperative-agreement-for-shared-horizons,MITH Announces an NEH Chairman's Cooperative Agreement for Shared Horizons,Jennifer Guiliano,8/6/2012 10:00
mith-demonstrates-video-annotation-at-oac-meeting,MITH Demonstrates Video Annotation at OAC Meeting,James Smith,8/1/2012 13:56
mith-awarded-institutes-for-advanced-topics-in-the-digital-humanities-neh-grant-to-lead-digital-humanities-data-curation-institutes,MITH awarded Institutes for Advanced Topics in the Digital Humanities NEH grant to lead Digital Humanities Data Curation institutes,Trevor Muñoz,7/26/2012 17:06
dh-internationally-dispatches-from-hamburg,DH Internationally: Dispatches from Hamburg,Jennifer Guiliano,7/24/2012 9:45
digital-mishnah-summer-update,Digital Mishnah: Summer Update,Hayim Lapin,7/24/2012 7:55
we-are-moving-to-our-new-campus-home,We are moving to our new campus home,Jennifer Guiliano,7/20/2012 3:06
come-work-mith-as-a-research-programmer,Come work @MITH as a research programmer,Jennifer Guiliano,7/16/2012 22:44
city-university-of-new-york-cuny-graduate-center-digital-initiatives-program-joins-dhwi,City University of New York (CUNY) Graduate Center Digital Initiatives Program Joins DHWI!,Jennifer Guiliano,7/12/2012 1:00
call-for-participation-neh-funded-topic-modeling-for-humanities-research-workshop,Call for Participation: NEH-funded Topic Modeling for Humanities Research Workshop,Jennifer Guiliano,7/10/2012 10:44
editing-modernism-in-canada-joins-dhwi,Editing Modernism in Canada joins DHWI!,Jennifer Guiliano,6/20/2012 11:00
whats-up-with-digital-editing-tools-summer-conference-edition,What’s Up with Digital Editing Tools? (Summer Conference Edition),Amanda Visconti,6/14/2012 8:00
